155.5,160.5,162.5,172.5,180.5,189.5
140.5,153.5,162.5,212.5,173.5,188.5
152.5,157.5,159.5,169.5,179.5,190.5
136.5,149.5,160.5,217.5,172.5,190.5
147.5,153.5,155.5,166.5,175.5,192.5
130.5,144.5,156.5,222.5,172.5,190.5
