14
22
11
72
19
71
12
69
6
34
48
51
20
59
23
7
9
29
5
42
62
70
53
13
58
17
21
37
8
30
41
63
67
54
27
18
60
44
38
68
56
49
39
57
25
64
2
31
24
40
50
32
65
43
1
26
35
