173.5,185.5,191.5,212.5,167.5,161.5,190.5,165.5,176.5,171.5,162.5,178.5
146.5,181.5,127.5,160.5,178.5,161.5,113.5,174.5,223.5,211.5,132.5,234.5
171.5,183.5,184.5,220.5,163.5,157.5,182.5,161.5,173.5,169.5,160.5,179.5
143.5,181.5,120.5,157.5,178.5,158.5,106.5,173.5,228.5,215.5,124.5,240.5
170.5,179.5,172.5,228.5,159.5,153.5,169.5,156.5,170.5,163.5,156.5,175.5
138.5,181.5,113.5,154.5,178.5,156.5,98.5,171.5,236.5,218.5,119.5,249.5
