1,0,0,0
0,1,0,0
0,0,1,0
0.99302,-0.00020546,0.11797,-0.82581
-0.0019401,0.99983,0.018073,-0.12729
-0.11795,-0.018176,0.99285,-0.5494
0.97351,0.0026173,0.22864,-1.6037
-0.0015539,0.99999,-0.0048307,0.033333
-0.22865,0.0043474,0.9735,-0.88172
